# New Quality Chord Forms - Generated from Quality Master.csv
# Format: Chord,Symbol,Quality,FormOrder,FormID,ShapeName,Fret1,Fret2,Fret3,Fret4,Fret5,Fret6,Finger1,Finger2,Finger3,Finger4,Finger5,Finger6,BarreFret,BarreFrom,BarreTo,Tips

# M9 (maj9) - Pro: ✨ キラキラ・浮遊感
G7b9,G7b9,7(b9),2,G7b9-1-Root6,Root-6,3,x,3,4,4,x,1,-,1,2,3,-,,,,"ジャズで多用される強い緊張感。 | A strong tension frequently used in Jazz."
Ab7b9,Ab7b9,7(b9),2,Ab7b9-1-Root6,Root-6,4,x,4,5,5,x,1,-,1,2,3,-,,,,"ジャズで多用される強い緊張感。 | A strong tension frequently used in Jazz."
A7b9,A7b9,7(b9),2,A7b9-1-Root6,Root-6,5,x,5,6,6,x,1,-,1,2,3,-,,,,"ジャズで多用される強い緊張感。 | A strong tension frequently used in Jazz."
Bb7b9,Bb7b9,7(b9),2,Bb7b9-1-Root6,Root-6,6,x,6,7,7,x,1,-,1,2,3,-,,,,"ジャズで多用される強い緊張感。 | A strong tension frequently used in Jazz."
B7b9,B7b9,7(b9),2,B7b9-1-Root6,Root-6,7,x,7,8,8,x,1,-,1,2,3,-,,,,"ジャズで多用される強い緊張感。 | A strong tension frequently used in Jazz."

# 7(#5) - Pro: ⚡️ 緊張感・スパイス
C7#5,C7#5,7(#5),2,C7#5-1-Root6,Root-6,8,x,8,9,10,x,1,-,1,2,3,-,,,,"augと同じ。解決先を強く示す。 | Same as augmented. Strongly indicates the point of resolution."
C#7#5,C#7#5,7(#5),2,C#7#5-1-Root6,Root-6,9,x,9,10,11,x,1,-,1,2,3,-,,,,"augと同じ。解決先を強く示す。 | Same as augmented. Strongly indicates the point of resolution."
D7#5,D7#5,7(#5),2,D7#5-1-Root6,Root-6,10,x,10,11,12,x,1,-,1,2,3,-,,,,"augと同じ。解決先を強く示す。 | Same as augmented. Strongly indicates the point of resolution."
Eb7#5,Eb7#5,7(#5),2,Eb7#5-1-Root6,Root-6,11,x,11,12,13,x,1,-,1,2,3,-,,,,"augと同じ。解決先を強く示す。 | Same as augmented. Strongly indicates the point of resolution."
E7#5,E7#5,7(#5),2,E7#5-1-Root6,Root-6,12,x,12,13,14,x,1,-,1,2,3,-,,,,"augと同じ。解決先を強く示す。 | Same as augmented. Strongly indicates the point of resolution."
F7#5,F7#5,7(#5),2,F7#5-1-Root6,Root-6,1,x,1,2,3,x,1,-,1,2,3,-,,,,"augと同じ。解決先を強く示す。 | Same as augmented. Strongly indicates the point of resolution."
F#7#5,F#7#5,7(#5),2,F#7#5-1-Root6,Root-6,2,x,2,3,4,x,1,-,1,2,3,-,,,,"augと同じ。解決先を強く示す。 | Same as augmented. Strongly indicates the point of resolution."
G7#5,G7#5,7(#5),2,G7#5-1-Root6,Root-6,3,x,3,4,5,x,1,-,1,2,3,-,,,,"augと同じ。解決先を強く示す。 | Same as augmented. Strongly indicates the point of resolution."
Ab7#5,Ab7#5,7(#5),2,Ab7#5-1-Root6,Root-6,4,x,4,5,6,x,1,-,1,2,3,-,,,,"augと同じ。解決先を強く示す。 | Same as augmented. Strongly indicates the point of resolution."
A7#5,A7#5,7(#5),2,A7#5-1-Root6,Root-6,5,x,5,6,7,x,1,-,1,2,3,-,,,,"augと同じ。解決先を強く示す。 | Same as augmented. Strongly indicates the point of resolution."
Bb7#5,Bb7#5,7(#5),2,Bb7#5-1-Root6,Root-6,6,x,6,7,8,x,1,-,1,2,3,-,,,,"augと同じ。解決先を強く示す。 | Same as augmented. Strongly indicates the point of resolution."
B7#5,B7#5,7(#5),2,B7#5-1-Root6,Root-6,7,x,7,8,9,x,1,-,1,2,3,-,,,,"augと同じ。解決先を強く示す。 | Same as augmented. Strongly indicates the point of resolution."

# 7(b13) - Pro: ⚡️ 緊張感・スパイス
C7b13,C7b13,7(b13),2,C7b13-1-Root6,Root-6,8,x,8,9,11,x,1,-,1,2,3,-,,,,"複雑でムーディーな緊張感。 | A complex and moody tension."
C#7b13,C#7b13,7(b13),2,C#7b13-1-Root6,Root-6,9,x,9,10,12,x,1,-,1,2,3,-,,,,"複雑でムーディーな緊張感。 | A complex and moody tension."
D7b13,D7b13,7(b13),2,D7b13-1-Root6,Root-6,10,x,10,11,13,x,1,-,1,2,3,-,,,,"複雑でムーディーな緊張感。 | A complex and moody tension."
Eb7b13,Eb7b13,7(b13),2,Eb7b13-1-Root6,Root-6,11,x,11,12,14,x,1,-,1,2,3,-,,,,"複雑でムーディーな緊張感。 | A complex and moody tension."
E7b13,E7b13,7(b13),2,E7b13-1-Root6,Root-6,12,x,12,13,15,x,1,-,1,2,3,-,,,,"複雑でムーディーな緊張感。 | A complex and moody tension."
F7b13,F7b13,7(b13),2,F7b13-1-Root6,Root-6,1,x,1,2,4,x,1,-,1,2,3,-,,,,"複雑でムーディーな緊張感。 | A complex and moody tension."
F#7b13,F#7b13,7(b13),2,F#7b13-1-Root6,Root-6,2,x,2,3,5,x,1,-,1,2,3,-,,,,"複雑でムーディーな緊張感。 | A complex and moody tension."
G7b13,G7b13,7(b13),2,G7b13-1-Root6,Root-6,3,x,3,4,6,x,1,-,1,2,3,-,,,,"複雑でムーディーな緊張感。 | A complex and moody tension."
Ab7b13,Ab7b13,7(b13),2,Ab7b13-1-Root6,Root-6,4,x,4,5,7,x,1,-,1,2,3,-,,,,"複雑でムーディーな緊張感。 | A complex and moody tension."
A7b13,A7b13,7(b13),2,A7b13-1-Root6,Root-6,5,x,5,6,8,x,1,-,1,2,3,-,,,,"複雑でムーディーな緊張感。 | A complex and moody tension."
Bb7b13,Bb7b13,7(b13),2,Bb7b13-1-Root6,Root-6,6,x,6,7,9,x,1,-,1,2,3,-,,,,"複雑でムーディーな緊張感。 | A complex and moody tension."
B7b13,B7b13,7(b13),2,B7b13-1-Root6,Root-6,7,x,7,8,10,x,1,-,1,2,3,-,,,,"複雑でムーディーな緊張感。 | A complex and moody tension."
